src,flight,scheduled_dept,actual_dept,dept_gate,scheduled_arrival,actual_arrival,arrival_gate
allegiantair,2011-12-01-AA-518-MIA-JFK,6:40 AM- Dec 01,6:54 AM- Dec 01,Terminal D - D22,9:25 AM- Dec 01,9:28 AM- Dec 01,Terminal 8 - 6
boston,2011-12-01-AA-518-MIA-JFK,6:40 AM- Dec 01,6:54 AM- Dec 01,,9:25 AM- Dec 01,9:12 AM- Dec 01,
travelocity,2011-12-01-AA-518-MIA-JFK,Dec 01 - 6:40am,Dec 01 - 6:40am,D22,Dec 01 - 9:25am,Dec 01 - 9:28am,6/8
orbitz,2011-12-01-AA-518-MIA-JFK,6:40aDec 1,6:40aDec 1, D22,9:25aDec 1,9:28aDec 1, 6
weather,2011-12-01-AA-518-MIA-JFK,2011-12-01 06:40 AM,2011-12-01 06:54 AM,,2011-12-01 09:25 AM,2011-12-01 09:09 AM,
usatoday,2011-12-01-AA-518-MIA-JFK,2011-12-01 06:40 AM,2011-12-01 06:54 AM,,2011-12-01 09:25 AM,2011-12-01 09:09 AM,
aa,2011-12-01-AA-1007-MIA-PHX,12/01/2011 04:55 PM,12/01/2011 05:08 PM,D5,12/01/2011 08:05 PM,12/01/2011 07:55 PM,4
flightexplorer,2011-12-01-AA-1007-MIA-PHX,,12/1/2011 5:09PM EST,,,12/1/2011 7:43PM MST,
airtravelcenter,2011-12-01-AA-1007-MIA-PHX,,12/1/11 5:09 PM (-05:00),,,12/1/11 7:43 PM (-07:00),
myrateplan,2011-12-01-AA-1007-MIA-PHX,,12/1/11 5:09 PM (-05:00),,,12/1/11 7:43 PM (-07:00),
helloflight,2011-12-01-AA-1007-MIA-PHX,,12/1/11 5:09 PM (-05:00),,,12/1/11 7:43 PM (-07:00),
flytecomm,2011-12-01-AA-1007-MIA-PHX,,12/1/11 5:09 PM (-05:00),,,12/1/11 7:43 PM (-07:00),
flightaware,2011-12-01-AA-1007-MIA-PHX,2011-12-01 04:55PM EST,2011-12-01 05:08PM EST, D5 ,2011-12-01 07:38PM MST,2011-12-01 07:43PM MST, 4 
wunderground,2011-12-01-AA-1007-MIA-PHX,2011-12-01 04:55PM EST,2011-12-01 05:08PM EST, D5 ,2011-12-01 07:38PM MST,2011-12-01 07:43PM MST, 4 
flights,2011-12-01-AA-1007-MIA-PHX,,2011-12-01 05:08 PM,D5,,2011-12-01 07:55 PM,4
businesstravellogue,2011-12-01-AA-1007-MIA-PHX,,2011-12-01 05:08 PM,D5,,2011-12-01 07:55 PM,4
flylouisville,2011-12-01-AA-1007-MIA-PHX,,2011-12-01 05:08 PM,D5,,2011-12-01 07:55 PM,4
flightstats,2011-12-01-AA-1007-MIA-PHX,2011-12-01 4:55 PM,2011-12-01 5:08 PM,,2011-12-01 8:05 PM,2011-12-01 7:55 PM,
quicktrip,2011-12-01-AA-1007-MIA-PHX,2011-12-01 4:55 PM,2011-12-01 5:08 PM,,2011-12-01 8:05 PM,2011-12-01 7:55 PM,
flightview,2011-12-01-AA-1007-MIA-PHX,,5:09 PMDec 01,,,7:53 PMDec 01,
panynj,2011-12-01-AA-1007-MIA-PHX,,5:09 PMDec 01,,,7:53 PMDec 01,
gofox,2011-12-01-AA-1007-MIA-PHX,,5:09 PMDec 01,,,7:53 PMDec 01,
foxbusiness,2011-12-01-AA-1007-MIA-PHX,,5:09 PMDec 01,,,7:53 PMDec 01,
allegiantair,2011-12-01-AA-1007-MIA-PHX,,5:09 PMDec 01,,,7:53 PMDec 01,
boston,2011-12-01-AA-1007-MIA-PHX,,5:09 PMDec 01,,,7:53 PMDec 01,
orbitz,2011-12-01-AA-1007-MIA-PHX,4:55pDec 1,4:56pDec 1, D5,8:05pDec 1,7:55pDec 1, 4
mytripandmore,2011-12-01-AA-1007-MIA-PHX,4:55pDec 1,4:56pDec 1, D5,8:05pDec 1,7:55pDec 1, 4
ua,2011-12-01-UA-1500-IAH-GUA,Thu- Dec 1 8:55 AM,Thu- Dec 1 9:16 AM            Delayed,E16,Thu- Dec 1 11:45 AM,Thu- Dec 1 11:56 AM,--
airtravelcenter,2011-12-01-UA-1500-IAH-GUA,12/1/11 8:55 AM (-06:00),,,12/1/11 11:45 AM (-06:00),,
myrateplan,2011-12-01-UA-1500-IAH-GUA,12/1/11 8:55 AM (-06:00),,,12/1/11 11:45 AM (-06:00),,
helloflight,2011-12-01-UA-1500-IAH-GUA,12/1/11 8:55 AM (-06:00),,,12/1/11 11:45 AM (-06:00),,
flytecomm,2011-12-01-UA-1500-IAH-GUA,12/1/11 8:55 AM (-06:00),,,12/1/11 11:45 AM (-06:00),,
flights,2011-12-01-UA-1500-IAH-GUA,,2011-12-01 09:16 AM,16,,2011-12-01 11:45 AM,
businesstravellogue,2011-12-01-UA-1500-IAH-GUA,,2011-12-01 09:16 AM,16,,2011-12-01 11:45 AM,
flylouisville,2011-12-01-UA-1500-IAH-GUA,,2011-12-01 09:16 AM,16,,2011-12-01 11:45 AM,
flightview,2011-12-01-UA-1500-IAH-GUA,,9:43 AMDec 01,,,12:12 PMDec 01,
panynj,2011-12-01-UA-1500-IAH-GUA,,9:43 AMDec 01,,,12:12 PMDec 01,
gofox,2011-12-01-UA-1500-IAH-GUA,,9:43 AMDec 01,,,12:12 PMDec 01,
foxbusiness,2011-12-01-UA-1500-IAH-GUA,,9:43 AMDec 01,,,12:12 PMDec 01,
allegiantair,2011-12-01-UA-1500-IAH-GUA,,9:43 AMDec 01,,,12:12 PMDec 01,
boston,2011-12-01-UA-1500-IAH-GUA,,9:43 AMDec 01,,,12:10 PMDec 01,
orbitz,2011-12-01-UA-1500-IAH-GUA,8:55aDec 1,9:16aDec 1, E16,12:05pDec 1,, -
usatoday,2011-12-01-UA-1500-IAH-GUA,,9:43 AMDec 01,,,12:10 PMDec 01,
flightarrival,2011-12-01-UA-1500-IAH-GUA,,9:43 AMDec 01,,,12:10 PMDec 01,
ua,2011-12-01-UA-37-EDI-EWR,Thu- Dec 1 9:05 AM,Thu- Dec 1 8:52 AM,--,Thu- Dec 1 11:53 AM,Thu- Dec 1 12:09 PM,B65
airtravelcenter,2011-12-01-UA-37-EDI-EWR,12/1/11 9:05 AM (-00:00),,,12/1/11 11:53 AM (-05:00),,
myrateplan,2011-12-01-UA-37-EDI-EWR,12/1/11 9:05 AM (-00:00),,,12/1/11 11:53 AM (-05:00),,
helloflight,2011-12-01-UA-37-EDI-EWR,12/1/11 9:05 AM (-00:00),,,12/1/11 11:53 AM (-05:00),,
flytecomm,2011-12-01-UA-37-EDI-EWR,12/1/11 9:05 AM (-00:00),,,12/1/11 11:53 AM (-05:00),,
flights,2011-12-01-UA-37-EDI-EWR,,2011-12-01 08:52 AM,,,2011-12-01 12:09 PM,65
businesstravellogue,2011-12-01-UA-37-EDI-EWR,,2011-12-01 08:52 AM,,,2011-12-01 12:09 PM,65
flylouisville,2011-12-01-UA-37-EDI-EWR,,2011-12-01 08:52 AM,,,2011-12-01 12:09 PM,65
flightview,2011-12-01-UA-37-EDI-EWR,,9:05 AMDec 01,,,12:09 PMDec 01,
panynj,2011-12-01-UA-37-EDI-EWR,,9:05 AMDec 01,,,12:09 PMDec 01,
gofox,2011-12-01-UA-37-EDI-EWR,,9:05 AMDec 01,,,12:09 PMDec 01,
foxbusiness,2011-12-01-UA-37-EDI-EWR,,9:05 AMDec 01,,,12:09 PMDec 01,
allegiantair,2011-12-01-UA-37-EDI-EWR,,9:05 AMDec 01,,,12:09 PMDec 01,
boston,2011-12-01-UA-37-EDI-EWR,,9:05 AMDec 01,,,12:00 PMDec 01,
travelocity,2011-12-01-UA-37-EDI-EWR,Dec 01 - 9:05am,Dec 01 - Contact Airline,Not provided by airline,Dec 01 - 11:53am,Dec 01 - Contact Airline,Not provided by airline
orbitz,2011-12-01-UA-37-EDI-EWR,9:05aDec 1,8:52aDec 1, 03A,11:53aDec 1,12:09pDec 1, B65
weather,2011-12-01-UA-37-EDI-EWR,2011-12-01 09:05 AM,,,2011-12-01 11:53 AM,,
usatoday,2011-12-01-UA-37-EDI-EWR,2011-12-01 09:05 AM,,,2011-12-01 11:53 AM,,
mytripandmore,2011-12-01-UA-37-EDI-EWR,9:05aDec 1,8:52aDec 1, 03A,11:53aDec 1,12:09pDec 1, B65
flightarrival,2011-12-01-UA-37-EDI-EWR,2011-12-01 09:05 AM,,,2011-12-01 11:53 AM,,
ua,2011-12-01-UA-3050-PHX-CLT,Thu- Dec 1 11:05 AM,Thu- Dec 1 11:30 AM,A30,Thu- Dec 1 4:57 PM,Thu- Dec 1 5:05 PM,B5
airtravelcenter,2011-12-01-UA-3050-PHX-CLT,,12/1/11 11:45 AM (-07:00),,,12/1/11 5:00 PM (-05:00),
myrateplan,2011-12-01-UA-3050-PHX-CLT,,12/1/11 11:45 AM (-07:00),,,12/1/11 5:00 PM (-05:00),
helloflight,2011-12-01-UA-3050-PHX-CLT,,12/1/11 11:45 AM (-07:00),,,12/1/11 5:00 PM (-05:00),
flytecomm,2011-12-01-UA-3050-PHX-CLT,,12/1/11 11:45 AM (-07:00),,,12/1/11 5:00 PM (-05:00),
flightaware,2011-12-01-UA-3050-PHX-CLT,2011-12-01 11:05AM MST,2011-12-01 11:45AM MST,,2011-12-01 04:37PM EST,2011-12-01 04:57PM EST,
wunderground,2011-12-01-UA-3050-PHX-CLT,2011-12-01 11:05AM MST,2011-12-01 11:45AM MST,,2011-12-01 04:37PM EST,2011-12-01 04:57PM EST,
flights,2011-12-01-UA-3050-PHX-CLT,11:05 AM  Thu 01-Dec-2011,11:30 AM  Thu 01-Dec-2011,A30,04:57 PM  Thu 01-Dec-2011,05:05 PM  Thu 01-Dec-2011,B5
businesstravellogue,2011-12-01-UA-3050-PHX-CLT,11:05 AM  Thu 01-Dec-2011,11:30 AM  Thu 01-Dec-2011,A30,04:57 PM  Thu 01-Dec-2011,05:05 PM  Thu 01-Dec-2011,B5
flylouisville,2011-12-01-UA-3050-PHX-CLT,11:05 AM  Thu 01-Dec-2011,11:30 AM  Thu 01-Dec-2011,A30,04:57 PM  Thu 01-Dec-2011,05:05 PM  Thu 01-Dec-2011,B5
flightstats,2011-12-01-UA-3050-PHX-CLT,2011-12-01 11:05 AM,2011-12-01 11:30 AM,,2011-12-01 4:57 PM,2011-12-01 5:05 PM,
quicktrip,2011-12-01-UA-3050-PHX-CLT,2011-12-01 11:05 AM,2011-12-01 11:30 AM,,2011-12-01 4:57 PM,2011-12-01 5:05 PM,
world-flight-tracker,2011-12-01-UA-3050-PHX-CLT,2011-12-01 11:05 AM,2011-12-01 11:30 AM,,2011-12-01 4:57 PM,2011-12-01 5:05 PM,
flightview,2011-12-01-UA-3050-PHX-CLT,11:05 AM- Dec 01,11:45 AM- Dec 01,,4:57 PM- Dec 01,5:03 PM- Dec 01,
panynj,2011-12-01-UA-3050-PHX-CLT,11:05 AM- Dec 01,11:45 AM- Dec 01,,4:57 PM- Dec 01,5:03 PM- Dec 01,
gofox,2011-12-01-UA-3050-PHX-CLT,11:05 AM- Dec 01,11:45 AM- Dec 01,,4:57 PM- Dec 01,5:03 PM- Dec 01,
foxbusiness,2011-12-01-UA-3050-PHX-CLT,11:05 AM- Dec 01,11:45 AM- Dec 01,,4:57 PM- Dec 01,5:03 PM- Dec 01,
allegiantair,2011-12-01-UA-3050-PHX-CLT,11:05 AM- Dec 01,11:45 AM- Dec 01,,4:57 PM- Dec 01,5:03 PM- Dec 01,
boston,2011-12-01-UA-3050-PHX-CLT,11:05 AM- Dec 01,11:45 AM- Dec 01,,4:57 PM- Dec 01,5:03 PM- Dec 01,
travelocity,2011-12-01-UA-3050-PHX-CLT,Dec 01 - 11:05am,Dec 01 - Contact Airline,Not provided by airline,Dec 01 - 4:57pm,Dec 01 - Contact Airline,Not provided by airline
orbitz,2011-12-01-UA-3050-PHX-CLT,11:05aDec 1,11:30aDec 1, -,4:57pDec 1,5:05pDec 1, -
weather,2011-12-01-UA-3050-PHX-CLT,2011-12-01 11:05 AM,,,2011-12-01 04:57 PM,,
usatoday,2011-12-01-UA-3050-PHX-CLT,2011-12-01 11:05 AM,,,2011-12-01 04:57 PM,,
mytripandmore,2011-12-01-UA-3050-PHX-CLT,11:05aDec 1,11:30aDec 1, -,4:57pDec 1,5:05pDec 1, -
flightwise,2011-12-01-UA-3050-PHX-CLT,2011-12-01 11:05AM MST,2011-12-01 11:45AM MST,,2011-12-01 04:37PM EST,2011-12-01 04:57PM EST,
ua,2011-12-01-UA-3099-PHX-PHL,Thu- Dec 1 11:55 AM,Thu- Dec 1 11:55 AM,B14,Thu- Dec 1 6:17 PM,Thu- Dec 1 5:38 PM,A12
airtravelcenter,2011-12-01-UA-3099-PHX-PHL,,12/1/11 11:55 AM (-07:00),,,12/1/11 5:34 PM (-05:00),
myrateplan,2011-12-01-UA-3099-PHX-PHL,,12/1/11 11:55 AM (-07:00),,,12/1/11 5:34 PM (-05:00),
helloflight,2011-12-01-UA-3099-PHX-PHL,,12/1/11 11:55 AM (-07:00),,,12/1/11 5:34 PM (-05:00),
flytecomm,2011-12-01-UA-3099-PHX-PHL,,12/1/11 11:55 AM (-07:00),,,12/1/11 5:34 PM (-05:00),
flightaware,2011-12-01-UA-3099-PHX-PHL,2011-12-01 11:55AM MST,2011-12-01 11:55AM MST,,2011-12-01 06:07PM EST,2011-12-01 05:34PM EST,
wunderground,2011-12-01-UA-3099-PHX-PHL,2011-12-01 11:55AM MST,2011-12-01 11:55AM MST,,2011-12-01 06:07PM EST,2011-12-01 05:34PM EST,
flights,2011-12-01-UA-3099-PHX-PHL,11:55 AM  Thu 01-Dec-2011,11:43 AM  Thu 01-Dec-2011,B14,06:17 PM  Thu 01-Dec-2011,05:38 PM  Thu 01-Dec-2011,12
businesstravellogue,2011-12-01-UA-3099-PHX-PHL,11:55 AM  Thu 01-Dec-2011,11:43 AM  Thu 01-Dec-2011,B14,06:17 PM  Thu 01-Dec-2011,05:38 PM  Thu 01-Dec-2011,12
flylouisville,2011-12-01-UA-3099-PHX-PHL,11:55 AM  Thu 01-Dec-2011,11:43 AM  Thu 01-Dec-2011,B14,06:17 PM  Thu 01-Dec-2011,05:38 PM  Thu 01-Dec-2011,12
flightstats,2011-12-01-UA-3099-PHX-PHL,2011-12-01 11:55 AM,2011-12-01 11:43 AM,,2011-12-01 6:17 PM,2011-12-01 5:38 PM,
quicktrip,2011-12-01-UA-3099-PHX-PHL,2011-12-01 11:55 AM,2011-12-01 11:43 AM,,2011-12-01 6:17 PM,2011-12-01 5:38 PM,
world-flight-tracker,2011-12-01-UA-3099-PHX-PHL,2011-12-01 11:55 AM,2011-12-01 11:43 AM,,2011-12-01 6:17 PM,2011-12-01 5:38 PM,
flightview,2011-12-01-UA-3099-PHX-PHL,11:55 AM- Dec 01,11:55 AM- Dec 01,Terminal 4,6:17 PM- Dec 01,6:17 PM- Dec 01,A12
panynj,2011-12-01-UA-3099-PHX-PHL,11:55 AM- Dec 01,11:55 AM- Dec 01,Terminal 4,6:17 PM- Dec 01,6:17 PM- Dec 01,A12
gofox,2011-12-01-UA-3099-PHX-PHL,11:55 AM- Dec 01,11:55 AM- Dec 01,,6:17 PM- Dec 01,6:17 PM- Dec 01,
foxbusiness,2011-12-01-UA-3099-PHX-PHL,11:55 AM- Dec 01,11:55 AM- Dec 01,Terminal 4,6:17 PM- Dec 01,6:17 PM- Dec 01,A12
allegiantair,2011-12-01-UA-3099-PHX-PHL,11:55 AM- Dec 01,11:55 AM- Dec 01,Terminal 4,6:17 PM- Dec 01,6:17 PM- Dec 01,A12
boston,2011-12-01-UA-3099-PHX-PHL,11:55 AM- Dec 01,11:55 AM- Dec 01,,6:17 PM- Dec 01,5:35 PM- Dec 01,
travelocity,2011-12-01-UA-3099-PHX-PHL,Dec 01 - 11:55am,Dec 01 - Contact Airline,Not provided by airline,Dec 01 - 6:17pm,Dec 01 - Contact Airline,Not provided by airline
orbitz,2011-12-01-UA-3099-PHX-PHL,11:55aDec 1,11:43aDec 1, -,6:17pDec 1,5:38pDec 1, -
weather,2011-12-01-UA-3099-PHX-PHL,2011-12-01 11:55 AM,,,2011-12-01 06:17 PM,,
ifly,2011-12-01-UA-3099-PHX-PHL,2011-12-01 11:55 AM,2011-12-01 11:43 AM,,2011-12-01 6:17 PM,2011-12-01 5:38 PM,
aa,2011-12-01-AA-1544-SAN-ORD,12/01/2011 11:25 AM,12/01/2011 11:40 AM,27,12/01/2011 05:25 PM,12/01/2011 04:56 PM,H17
flightexplorer,2011-12-01-AA-1544-SAN-ORD,,12/1/2011 11:41AM PST,,,12/1/2011 4:54PM CST,
airtravelcenter,2011-12-01-AA-1544-SAN-ORD,,12/1/11 11:41 AM (-08:00),,,12/1/11 4:54 PM (-06:00),
myrateplan,2011-12-01-AA-1544-SAN-ORD,,12/1/11 11:41 AM (-08:00),,,12/1/11 4:54 PM (-06:00),
helloflight,2011-12-01-AA-1544-SAN-ORD,,12/1/11 11:41 AM (-08:00),,,12/1/11 4:54 PM (-06:00),
flytecomm,2011-12-01-AA-1544-SAN-ORD,,12/1/11 11:41 AM (-08:00),,,12/1/11 4:54 PM (-06:00),
flights,2011-12-01-AA-1544-SAN-ORD,,2011-12-01 11:40 AM,27,,2011-12-01 04:56 PM,H17
businesstravellogue,2011-12-01-AA-1544-SAN-ORD,,2011-12-01 11:40 AM,27,,2011-12-01 04:56 PM,H17
flylouisville,2011-12-01-AA-1544-SAN-ORD,,2011-12-01 11:40 AM,27,,2011-12-01 04:56 PM,H17
flightview,2011-12-01-AA-1544-SAN-ORD,,11:41 AMDec 01,,,4:56 PMDec 01,
panynj,2011-12-01-AA-1544-SAN-ORD,,11:41 AMDec 01,,,4:56 PMDec 01,
gofox,2011-12-01-AA-1544-SAN-ORD,,11:41 AMDec 01,,,4:56 PMDec 01,
foxbusiness,2011-12-01-AA-1544-SAN-ORD,,11:41 AMDec 01,,,4:56 PMDec 01,
allegiantair,2011-12-01-AA-1544-SAN-ORD,,11:41 AMDec 01,,,4:56 PMDec 01,
boston,2011-12-01-AA-1544-SAN-ORD,,11:41 AMDec 01,,,4:52 PMDec 01,
travelocity,2011-12-01-AA-1544-SAN-ORD,Dec 01 - 11:25am,Dec 01 - 11:20am,27/T2,Dec 01 - 5:25pm,Dec 01 - 4:56pm,H17/T3
orbitz,2011-12-01-AA-1544-SAN-ORD,11:25aDec 1,11:20aDec 1, 27,5:25pDec 1,4:56pDec 1, H17
weather,2011-12-01-AA-1544-SAN-ORD,2011-12-01 11:25 AM,,,2011-12-01 05:25 PM,,
ord,2011-12-01-AA-1544-SAN-ORD,2011-12-01 11/30 11:25 AM,,27,2011-12-01 11/30 5:25 PM,,H6
usatoday,2011-12-01-AA-1544-SAN-ORD,2011-12-01 11:25 AM,,,2011-12-01 05:25 PM,,
mytripandmore,2011-12-01-AA-1544-SAN-ORD,11:25aDec 1,11:20aDec 1, 27,5:25pDec 1,4:56pDec 1, H17
flightarrival,2011-12-01-AA-1544-SAN-ORD,2011-12-01 11:25 AM,,,2011-12-01 05:25 PM,,
ua,2011-12-01-UA-2945-PHL-CLT,Thu- Dec 1 12:00 AM,Thu- Dec 1 3:11 AM,B9,Thu- Dec 1 1:45 PM,Thu- Dec 1 1:15 PM,B9
airtravelcenter,2011-12-01-UA-2945-PHL-CLT,,12/1/11 12:07 PM (-05:00),,,12/1/11 1:11 PM (-05:00),
myrateplan,2011-12-01-UA-2945-PHL-CLT,,12/1/11 12:07 PM (-05:00),,,12/1/11 1:11 PM (-05:00),
helloflight,2011-12-01-UA-2945-PHL-CLT,,12/1/11 12:07 PM (-05:00),,,12/1/11 1:11 PM (-05:00),
flytecomm,2011-12-01-UA-2945-PHL-CLT,,12/1/11 12:07 PM (-05:00),,,12/1/11 1:11 PM (-05:00),
flightaware,2011-12-01-UA-2945-PHL-CLT,2011-12-01 12:00PM EST,2011-12-01 12:07PM EST,,2011-12-01 01:35PM EST,2011-12-01 01:08PM EST,
wunderground,2011-12-01-UA-2945-PHL-CLT,2011-12-01 12:00PM EST,2011-12-01 12:07PM EST,,2011-12-01 01:35PM EST,2011-12-01 01:08PM EST,
flights,2011-12-01-UA-2945-PHL-CLT,12:00 PM  Thu 01-Dec-2011,11:51 AM  Thu 01-Dec-2011,B9,01:45 PM  Thu 01-Dec-2011,01:15 PM  Thu 01-Dec-2011,B9
businesstravellogue,2011-12-01-UA-2945-PHL-CLT,12:00 PM  Thu 01-Dec-2011,11:51 AM  Thu 01-Dec-2011,B9,01:45 PM  Thu 01-Dec-2011,01:15 PM  Thu 01-Dec-2011,B9
flylouisville,2011-12-01-UA-2945-PHL-CLT,12:00 PM  Thu 01-Dec-2011,11:51 AM  Thu 01-Dec-2011,B9,01:45 PM  Thu 01-Dec-2011,01:15 PM  Thu 01-Dec-2011,B9
flightstats,2011-12-01-UA-2945-PHL-CLT,2011-12-01 12:00 PM,2011-12-01 11:51 AM,,2011-12-01 1:45 PM,2011-12-01 1:15 PM,
quicktrip,2011-12-01-UA-2945-PHL-CLT,2011-12-01 12:00 PM,2011-12-01 11:51 AM,,2011-12-01 1:45 PM,2011-12-01 1:15 PM,
world-flight-tracker,2011-12-01-UA-2945-PHL-CLT,2011-12-01 12:00 PM,2011-12-01 11:51 AM,,2011-12-01 1:45 PM,2011-12-01 1:15 PM,
flightview,2011-12-01-UA-2945-PHL-CLT,12:00 PM- Dec 01,12:08 PM- Dec 01,,1:45 PM- Dec 01,1:14 PM- Dec 01,
panynj,2011-12-01-UA-2945-PHL-CLT,12:00 PM- Dec 01,12:08 PM- Dec 01,,1:45 PM- Dec 01,1:14 PM- Dec 01,
gofox,2011-12-01-UA-2945-PHL-CLT,12:00 PM- Dec 01,12:08 PM- Dec 01,,1:45 PM- Dec 01,1:14 PM- Dec 01,
foxbusiness,2011-12-01-UA-2945-PHL-CLT,12:00 PM- Dec 01,12:08 PM- Dec 01,,1:45 PM- Dec 01,1:14 PM- Dec 01,
allegiantair,2011-12-01-UA-2945-PHL-CLT,12:00 PM- Dec 01,12:08 PM- Dec 01,,1:45 PM- Dec 01,1:14 PM- Dec 01,
boston,2011-12-01-UA-2945-PHL-CLT,12:00 PM- Dec 01,12:08 PM- Dec 01,,1:45 PM- Dec 01,1:14 PM- Dec 01,
travelocity,2011-12-01-UA-2945-PHL-CLT,Dec 01 - 12:00noon,Dec 01 - Contact Airline,Not provided by airline,Dec 01 - 1:45pm,Dec 01 - Contact Airline,Not provided by airline
orbitz,2011-12-01-UA-2945-PHL-CLT,12:00pDec 1,11:51aDec 1, -,1:45pDec 1,1:15pDec 1, -
weather,2011-12-01-UA-2945-PHL-CLT,2011-12-01 12:00 PM,,,2011-12-01 01:45 PM,,
usatoday,2011-12-01-UA-2945-PHL-CLT,12:00 PM- Dec 01,12:08 PM- Dec 01,,1:45 PM- Dec 01,1:14 PM- Dec 01,
mytripandmore,2011-12-01-UA-2945-PHL-CLT,12:00pDec 1,11:51aDec 1, -,1:45pDec 1,1:15pDec 1, -
ua,2011-12-01-UA-5487-SFO-MRY,Thu- Dec 1 10:39 AM,Thu- Dec 1 10:33 AM,87A,Thu- Dec 1 11:19 AM,Thu- Dec 1 11:21 AM,--
flightexplorer,2011-12-01-UA-5487-SFO-MRY,,12/1/2011 10:53AM PST,,,12/1/2011 11:16AM PST,
airtravelcenter,2011-12-01-UA-5487-SFO-MRY,,12/1/11 10:53 AM (-08:00),,,12/1/11 11:11 AM (-08:00),
myrateplan,2011-12-01-UA-5487-SFO-MRY,,12/1/11 10:53 AM (-08:00),,,12/1/11 11:11 AM (-08:00),
helloflight,2011-12-01-UA-5487-SFO-MRY,,12/1/11 10:53 AM (-08:00),,,12/1/11 11:11 AM (-08:00),
flytecomm,2011-12-01-UA-5487-SFO-MRY,,12/1/11 10:53 AM (-08:00),,,12/1/11 11:11 AM (-08:00),
flights,2011-12-01-UA-5487-SFO-MRY,,2011-12-01 10:33 AM,87A,,2011-12-01 11:21 AM,
businesstravellogue,2011-12-01-UA-5487-SFO-MRY,,2011-12-01 10:33 AM,87A,,2011-12-01 11:21 AM,
flylouisville,2011-12-01-UA-5487-SFO-MRY,,2011-12-01 10:33 AM,87A,,2011-12-01 11:21 AM,
flightview,2011-12-01-UA-5487-SFO-MRY,,10:53 AMDec 01,,,11:21 AMDec 01,
panynj,2011-12-01-UA-5487-SFO-MRY,,10:53 AMDec 01,,,11:21 AMDec 01,
gofox,2011-12-01-UA-5487-SFO-MRY,,10:53 AMDec 01,,,11:21 AMDec 01,
foxbusiness,2011-12-01-UA-5487-SFO-MRY,,10:53 AMDec 01,,,11:21 AMDec 01,
allegiantair,2011-12-01-UA-5487-SFO-MRY,,10:53 AMDec 01,,,11:21 AMDec 01,
boston,2011-12-01-UA-5487-SFO-MRY,,10:53 AMDec 01,,,11:18 AMDec 01,
orbitz,2011-12-01-UA-5487-SFO-MRY,10:39aDec 1,, -,11:19aDec 1,, -
weather,2011-12-01-UA-5487-SFO-MRY,2011-12-01 10:39 AM,,,2011-12-01 11:19 AM,,
mytripandmore,2011-12-01-UA-5487-SFO-MRY,10:39aDec 1,, -,11:19aDec 1,, -
aa,2011-12-01-AA-1279-DFW-PHX,12/01/2011 01:00 PM,12/01/2011 02:04 PM,C36,12/01/2011 02:35 PM,12/01/2011 03:30 PM,4
flightexplorer,2011-12-01-AA-1279-DFW-PHX,,12/1/2011 2:04PM CST,,,12/1/2011 3:13PM MST,
airtravelcenter,2011-12-01-AA-1279-DFW-PHX,,12/1/11 2:03 PM (-06:00),,,12/1/11 3:13 PM (-07:00),
myrateplan,2011-12-01-AA-1279-DFW-PHX,,12/1/11 2:03 PM (-06:00),,,12/1/11 3:13 PM (-07:00),
helloflight,2011-12-01-AA-1279-DFW-PHX,,12/1/11 2:03 PM (-06:00),,,12/1/11 3:13 PM (-07:00),
flytecomm,2011-12-01-AA-1279-DFW-PHX,,12/1/11 2:03 PM (-06:00),,,12/1/11 3:13 PM (-07:00),
flightaware,2011-12-01-AA-1279-DFW-PHX,2011-12-01 01:00PM CST,2011-12-01 02:04PM CST, C36 ,2011-12-01 02:14PM MST,2011-12-01 03:13PM MST, 4 
wunderground,2011-12-01-AA-1279-DFW-PHX,2011-12-01 01:00PM CST,2011-12-01 02:04PM CST, C36 ,2011-12-01 02:14PM MST,2011-12-01 03:13PM MST, 4 
flights,2011-12-01-AA-1279-DFW-PHX,01:00 PM  Thu 01-Dec-2011,02:04 PM  Thu 01-Dec-2011,C36,02:35 PM  Thu 01-Dec-2011,03:20 PM  Thu 01-Dec-2011 (Runway),4
businesstravellogue,2011-12-01-AA-1279-DFW-PHX,01:00 PM  Thu 01-Dec-2011,02:04 PM  Thu 01-Dec-2011,C36,02:35 PM  Thu 01-Dec-2011,03:20 PM  Thu 01-Dec-2011 (Runway),4
flylouisville,2011-12-01-AA-1279-DFW-PHX,01:00 PM  Thu 01-Dec-2011,02:04 PM  Thu 01-Dec-2011,C36,02:35 PM  Thu 01-Dec-2011,03:20 PM  Thu 01-Dec-2011 (Runway),4
flightstats,2011-12-01-AA-1279-DFW-PHX,2011-12-01 1:00 PM,2011-12-01 2:04 PM,,2011-12-01 2:35 PM,2011-12-01 3:20 PM (runway),
quicktrip,2011-12-01-AA-1279-DFW-PHX,2011-12-01 1:00 PM,2011-12-01 2:04 PM,,2011-12-01 2:35 PM,2011-12-01 3:20 PM (runway),
world-flight-tracker,2011-12-01-AA-1279-DFW-PHX,2011-12-01 1:00 PM,2011-12-01 2:04 PM,,2011-12-01 2:35 PM,2011-12-01 3:20 PM (runway),
flightview,2011-12-01-AA-1279-DFW-PHX,1:00 PM- Dec 01,2:04 PM- Dec 01,C36,2:35 PM- Dec 01,3:19 PM- Dec 01,Terminal 3
